show_id,type,title,release_year,rating,duration,listed_in, description 
81091423,Movie,Petta,2019,TV-14,170 min,Action & Adventure, An affable  newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated  violent past. 
81083880,Movie,Playing Hard,2018,TV-MA,92 min,Documentaries," Step inside the Ubisoft offices  and follow designer Jason VandenBerghe's fight to create the video game ""For Honor"" over four years. "
80224218,Movie,The Spy Who Fell to Earth,2019,TV-14,94 min,Documentaries, Based on Dr. Ahron Bregman's book  this documentary examines the life and mysterious death of Ashraf Marwan  an Egyptian billionaire and Israeli spy. 
81034317,Movie,Unicorn Store,2019,TV-PG,92 min,Comedies, After failing out of art school and taking a humdrum office job  a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn. 
80185032,Movie,Behind the Curtain: Todrick Hall,2017,TV-MA,100 min,Documentaries, Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success. 
80119177,Movie,Day of the Dead: Bloodline,2018,R,91 min,Horror Movies, A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her  in this reimagining of the 1985 classic. 
80231064,Movie,Ali Baba ve 7 Cüceler,2015,TV-MA,115 min,Action & Adventure, A garden gnome vendor and his brother-in-law attend a trade fair in Sofia  where they accidentally stumble into shenanigans involving a mafia boss. 
80227118,Movie,Aşk Tesadüfleri Sever,2011,TV-MA,122 min,Dramas, A series of coincidences brings two star-crossed lovers together  but fate pulls them apart until they encounter each other again in Istanbul. 
80227115,Movie,Bir Baba Hindu,2016,TV-14,107 min,Action & Adventure, A Istanbul mobster falls for an Indian yoga instructor whose abduction takes him on a wild rescue mission to Mumbai. 
80227113,Movie,Ekşi Elmalar,2016,TV-PG,109 min,Dramas, In an eastern Turkish town  suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths. 
80227116,Movie,Görümce,2016,TV-14,104 min,Comedies, When his jealous sister plots to wreck his engagement  a young man does everything he can to protect his betrothed from her devious schemes. 
80227119,Movie,Hadi İnşallah,2014,TV-14,95 min,Comedies, A young woman recovering poorly from a bad romance gets a new lease on life after encountering a handsome man during a job interview. 
80227117,Movie,İstanbul Kırmızısı,2017,TV-MA,110 min,Dramas, Upon his return to Istanbul  an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes. 
80227114,Movie,Küçük Esnaf,2016,TV-14,100 min,Comedies, As an honest locksmith scrambles to pay his late father's hefty debt to the mafia  he crosses paths with a woman in similar trouble and falls for her. 
80194610,Movie,Monster Family,2017,PG,93 min,Children & Family Movies, A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters. 
80038443,Movie,Organize Isler,2005,TV-14,104 min,Action & Adventure, A gang leader recruits a suicidal Superman impersonator  while a woman driving a hot car linked to the gang plots revenge against them and their hero. 
80231065,Movie,Pek Yakında,2014,TV-MA,134 min,Comedies, An ex-movie extra plans to win his wife back by making a fantasy film  but neither he nor his crew has a knack for filmmaking. 
80161109,Movie,Louis C.K. 2017,2017,,74 min,Movies, Louis C.K. muses on religion  eternal love  giving dogs drugs  email fights  teachers and more in a live performance from Washington  D.C. 
81029737,Movie,A Home with A View,2019,TV-MA,92 min,Comedies, When a neighbor blocks their view of the city with a commercial billboard  a Hong Kong family resorts to drastic  imaginative measures to take it down. 
80227677,Movie,Anthony Jeselnik: Fire in the Maternity Ward,2019,TV-MA,64 min,Stand-Up Comedy, Forging his own comedic boundaries  Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York. 
81092327,Movie,Perfect Bid: The Contestant Who Knew Too Much,2017,TV-MA,72 min,Documentaries," A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked. "
80231066,Movie,Babam ve Oğlum,2005,TV-14,112 min,Dramas, Following Turkey's bloody coup of 1980  a widowed reporter returns to his Aegean hometown  bringing his son and a last wish for his estranged father. 
80175333,Movie,Running Shaadi,2017,TV-14,115 min,Comedies, A Bihari migrant runs a successful service to help couples elope  until the daughter of his former boss stirs the pot. 
80198419,Movie,The Price of Success,2017,TV-MA,92 min,Dramas, Struggling to balance family ties and a career  a rising comedian of Parisian banlieue roots learns the true price of fame. 
70130142,Movie,14 Blades,2010,R,113 min,Action & Adventure, In the age of the Ming Dynasty  Quinglong is the best of the Jinyiwei  an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor  Quinglong is called to action but is quickly betrayed. 
81026008,Movie,Ricardo Quevedo: Los amargados somos más,2019,TV-MA,59 min,Stand-Up Comedy, From how social media can ruin relationships to the perils of buying a gift for a woman  comic Ricardo Quevedo dissects life's trials and tribulations. 
81062674,Movie,Suzzanna: Buried Alive,2018,TV-MA,126 min,Horror Movies, After a pregnant woman is murdered  her spirit seeks revenge against her increasingly terrified killers  who are determined to finish her off for good. 
80217689,Movie,Fary Is the New Black,2018,TV-MA,75 min,Stand-Up Comedy, Armed with sly wit  a fresh outlook and plenty of style  French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special. 
80235025,Movie,Honey: Rise Up and Dance,2018,PG-13,100 min,Dramas, Despite discouragement from her loved ones  a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship. 
80164904,Movie,Ittefaq,2017,TV-14,105 min,Dramas, A homemaker and a writer are prime suspects – and the only witnesses – in a double murder  and it’s up to one detective to uncover the elusive truth. 
81015498,Movie,Burning,2018,TV-MA,148 min,Dramas, An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man. 
80157889,Movie,CRD,2016,TV-MA,110 min,Comedies, At odds with his radical instructor's ruthless methods  a drama student assembles his own troupe of misfit actors ahead of a prestigious competition. 
81094082,Movie,Teen Aur Aadha,2018,TV-MA,119 min,Dramas, At a 50-year-old house that served as a school  a brothel  and now a home  tales unfold of the residents who have lived there  longing for an escape. 
80048940,Movie,Special Correspondents,2016,TV-MA,101 min,Comedies, When they lose their passports  a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated. 
80044093,Movie,Team Foxcatcher,2016,TV-14,91 min,Documentaries, With never-before seen home video  this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz. 
80161826,Movie,2015 Dream Concert,2015,TV-PG,107 min,International Movies, The world's biggest K-pop festival marked its 21st year in 2015  with groups such as EXO  4Minute and SHINee electrifying the Seoul World Cup Stadium. 
80044562,Movie,A Murder in the Park,2014,PG-13,91 min,Documentaries, This documentary excoriates a noted anti-death-penalty activist and his team  whose questionable methods got a convicted killer freed in 1999. 
80142316,Movie,Casting JonBenet,2017,TV-14,81 min,Documentaries, Local actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case. 
80128715,Movie,Rodney King,2017,TV-MA,53 min,Dramas, Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs. 
80164212,Movie,Small Crimes,2017,TV-MA,95 min,Dramas, After serving a six-year prison sentence  an ex-cop tries to rebuild his life in his hometown  but gets caught up in the fallout from his past. 
80096782,Movie,American Honey,2016,R,163 min,Dramas, A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-  drug- and sex-filled road trip. 
80164864,Movie,Candy Jar,2018,TV-14,93 min,Children & Family Movies, Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams. 
80162993,Movie,Holy Goalie,2017,TV-14,95 min,Comedies, A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel. 
80149821,Movie,The Rachel Divide,2018,TV-MA,105 min,Documentaries, Rachel Dolezal  her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity. 
80183328,Movie,The Week Of,2018,TV-14,117 min,Comedies, Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day. 
81035872,Movie,Amar's Hands,2011,TV-14,125 min,Dramas, To fulfill her husband’s dream to build a home  a widow sends her five children to earn money in Cairo  where their poverty tests them at every turn. 
81035865,Movie,An Hour and a Half,2012,TV-14,87 min,Dramas, Based on the 2002 El Ayyat train accident  this drama begins 90 minutes before the explosion  following the lives of riders in the third-class cars. 
70260989,Movie,Kon-Tiki,2012,PG-13,96 min,Action & Adventure, With five loyal friends in tow  explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4 300 miles across the Pacific. 
80992501,Movie,Loving is Losing,2019,TV-MA,91 min,Comedies, When a newly single photographer is forced to work with a longtime rival  the battle of their egos turns into a chance for love. 
81076251,Movie,Money Trap,2019,TV-MA,122 min,Comedies, When his daughter and son-in-law fall prey to a scam  Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world. 
81093925,Movie,Njan Prakashan,2018,TV-PG,125 min,Comedies, Yearning for a lavish life abroad  an entitled  lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa. 
80191049,Movie,ReMastered: Devil at the Crossroads,2019,TV-14,49 min,Documentaries, Cloaked in mystery  bluesman Robert Johnson left his mark on American music. Now family  critics and famous fans look for the real man behind the music. 
70126573,Movie,Season of the Witch,2011,PG-13,95 min,Action & Adventure, A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague. 
70242568,Movie,The Sapphires,2012,PG-13,99 min,Comedies, Sisters Gail  Cynthia and Julie have talent  but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam. 
80217772,Movie,Enissa Amani: Ehrenwort,2018,TV-MA,66 min,Stand-Up Comedy, Live from Hamburg  Iranian-German comedian Enissa Amani shares her take on German engineering  tax deductions and online fan-mail etiquette. 
80164088,Movie,Kickboxer: Retaliation,2017,TV-MA,110 min,Action & Adventure, Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison  where he's forced to fight a 400-pound brute. 
80081278,Movie,The Daughter,2015,TV-MA,95 min,Dramas, Having returned home for his cagey father's wedding  an estranged man gets to know his childhood friend's family and uncovers a devastating secret. 
81035869,Movie,A Mission in an Old Movie,2012,TV-MA,98 min,Comedies, A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career. 
81066244,Movie,Aurora,2018,TV-14,98 min,Horror Movies, A fatal shipwreck spurs an islander innkeeper and her sister to recover the missing victims' bodies – until the dead come seeking shelter themselves. 
80991404,Movie,Goosebumps 2: Haunted Halloween,2018,PG,90 min,Children & Family Movies," Three teens spend their Halloween trying to stop a magical book  which brings characters from the ""Goosebumps"" novels to life. "
81035873,Movie,Love Station,2011,TV-14,97 min,Comedies, Single coworkers at a radio station are brought together by mutual friends  but their starry-eyed notions about love may scuttle their romance. 
81035862,Movie,Omar and Salma 3,2012,TV-MA,97 min,Comedies, In this second sequel of the trilogy  marital strife brews as Omar pursues a music career despite Salma’s wishes that he opt for a more stable job. 
81094665,Movie,Shattered Memories,2018,TV-14,86 min,Dramas, When her former lover's mysteriously murdered  a woman must clear her name – and avoid the killer. 
81035878,Movie,The Consul's Son,2011,TV-14,114 min,Comedies, A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse. 
70103759,Movie,The Ugly Truth,2009,R,96 min,Comedies," A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth."" "
80182411,Movie,Bill Nye: Science Guy,2017,TV-PG,97 min,Documentaries, The dynamic  bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence. 
80205442,Movie,Fishtronaut: The Movie,2018,TV-Y,78 min,Children & Family Movies, Fishtronaut  Marina and Zeek travel to the big city in search of Grandpa  only to find that everyone else has mysteriously vanished too. 
80226424,Movie,Psychokinesis,2018,TV-MA,102 min,Action & Adventure, Suddenly possessed with supernatural powers  a father sets out to help his estranged daughter  who's at risk of losing everything she's lived for. 
80158042,Movie,Dear Zindagi,2016,TV-PG,149 min,Comedies, A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity. 
80117684,Movie,Shepherds and Butchers,2016,R,106 min,Dramas, When a young prison guard commits murder in South Africa  an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions. 
80106337,Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,2016,TV-MA,108 min,Comedies, In need of money  an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula. 
80133552,Movie,Vir Das: Abroad Understanding,2017,TV-MA,66 min,Stand-Up Comedy, Comedian Vir Das tackles nationalism  globalism  good food and bad politics in two cleverly crosscut performances in New York and New Delhi. 
80052683,Movie,Democrats,2014,NR,99 min,Documentaries, After Zimbabwe's disputed 2008 election results  political enemies are asked to write a new constitution and save their country from a bleak future. 
81077451,Movie,Fireflies,2013,TV-MA,99 min,Dramas, Grappling with love and loss in their respective lives  two estranged brothers must confront their traumatic  unresolved past when they cross paths. 
81014345,Movie,Furthest Witness,2017,TV-MA,88 min,Dramas, Kyle helps people disappear  but when a crazed killer starts hunting down his latest client  he has to decide what he's willing to do to keep her safe. 
80158976,Movie,Kevin James: Never Don't Give Up,2018,PG,62 min,Stand-Up Comedy, Kevin James makes his long-awaited return to stand-up in this family-friendly special  dishing on fatherhood  fans  his disdain for allergies and more. 
80238655,Movie,The Magic Pill,2017,TV-PG,90 min,Documentaries, Doctors  farmers  chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses. 
80995078,Movie,Little Singham in London,2019,TV-Y7,66 min,Children & Family Movies, Little Singham is in London to meet the queen  but when the famed Kohinoor Diamond gets stolen  the kid cop goes on a wild  citywide hunt for the thief. 
80003150,Movie,Secrets of Althorp - The Spencers,2013,TV-PG,54 min,Documentaries, Princess Diana's brother  Charles  the ninth Earl Spencer  leads a tour of Althorp House  the manor the Spencer family has called home for 500 years. 
70296578,Movie,Secrets of Scotland Yard,2013,TV-14,55 min,Documentaries, Revisit famous cases and explore the history of Scotland Yard  one of the world's oldest detective forces and a name synonymous with crime solving. 
70296574,Movie,Secrets of Selfridges,2014,TV-PG,55 min,Documentaries, American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure. 
70309257,Movie,Secrets of Underground London,2014,TV-PG,55 min,Documentaries, Experts examine the ruins and relics hidden beneath London's surface  unearthing a Roman amphitheater  plague pits  air raid shelters and more. 
80012520,Movie,Secrets of Westminster,2014,TV-PG,55 min,Documentaries, Take an insider's tour of Parliament  Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings. 
80061161,Movie,Catching the Sun,2015,TV-14,74 min,Documentaries, This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States. 
80082862,Movie,Patton Oswalt: Talking for Clapping,2016,TV-MA,66 min,Stand-Up Comedy, On stage in San Francisco  the comedian covers topics like old people getting drugs  his worst stand-up set  gay proms and a horrible birthday clown. 
81030755,Movie,The Last Resort,2018,TV-14,70 min,Documentaries, In the waning days of the 70s  two young photographers document the Jewish retirees who dominated the sunny shores of South Beach. 
80118916,Movie,Sand Castle,2017,TV-MA,113 min,Action & Adventure, After the invasion of Iraq in 2003  a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system. 
80146759,Movie,Tramps,2017,TV-MA,83 min,Independent Movies, Pulled into a shady briefcase swap for different reasons  young strangers Danny and Ellie spend an eventful night together when the deal goes wrong. 
81073387,Movie,A Fortunate Man,2018,TV-14,168 min,Dramas, A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite  but the pride propelling him threatens to be his ruin. 
80213712,Movie,Grass Is Greener,2019,TV-MA,98 min,Documentaries, It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed. 
80207606,Movie,Paper Year,2018,TV-MA,89 min,Dramas, A young newlywed tries to keep her relationship afloat after developing feelings for her older  TV writer boss. 
80192186,Movie,Dude,2018,TV-MA,97 min,Comedies, Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school. 
80216834,Movie,Kodachrome,2018,TV-MA,105 min,Comedies, A record company exec joins his estranged dad  a famous photographer who's dying  on a road trip to the last lab still developing Kodachrome film. 
80174436,Movie,Mercury 13,2018,TV-PG,79 min,Documentaries, After rigorous testing in 1961  a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight. 
70241596,Movie,Mac & Devin Go to High School,2012,R,76 min,Comedies, Devin Overstreet may be the class valedictorian  but he hasn't had much life experience. Enter Mac Johnson  a 10th-year senior and weed dealer. 
80174097,Movie,Boy Bye,2016,TV-MA,86 min,Comedies, Single entrepreneur Veronica finally starts to believe in love after meeting sexy Lance  but she soon discovers he's hiding something from her. 
81076749,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,2019,TV-14,120 min,Comedies, As her family seeks to marry her off and a hopeful writer pursues her  a small-town woman struggles to reveal the long-hidden truth about who she loves. 
81066961,Movie,Jagat,2015,TV-14,76 min,Dramas, In early 1990s Malaysia  a Tamilian boy faces pressure from his immigrant father to focus on school but is drawn to his uncles’ lives of crime. 
80174687,Movie,Kevin Hart: Irresponsible,2019,TV-MA,60 min,Stand-Up Comedy, As a father of three on his second marriage  Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes. 
80015799,Movie,Good Kill,2014,R,103 min,Dramas, As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas  the remote nature of his work begins to raise moral questions. 
80036657,Movie,The D Train,2015,R,101 min,Comedies, A loser in charge of planning his high school class's 20-year reunion thinks he's scored a major coup when he gets a marginally famous alum to attend. 
81035861,Movie,Abdo Mota,2012,TV-MA,100 min,Action & Adventure, Following the mysterious death of his parents  a young man finds himself enmeshed in the dark world of drugs and crime. 
81037733,Movie,Brampton's Own,2018,TV-MA,90 min,Dramas, After 12 years in the minors  a struggling baseball player retires  returns home and faces the last person he struck out with – his ex-girlfriend. 
81010166,Movie,Brené Brown: The Call to Courage,2019,TV-14,77 min,Documentaries, With humor and empathy  Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity  fear and uncertainty. 
80112518,Movie,I| Daniel Blake,2016,R,100 min,Dramas, While fighting for his welfare benefits following a job-ending heart attack  a widowed carpenter befriends a single mother in a similar plight. 
81033430,Movie,Music Teacher,2019,TV-14,102 min,Dramas, A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be. 
81035851,Movie,Roh's Beauty,2014,TV-MA,98 min,Dramas, Hoping to earn money to support her son  a single mother sings in a nightclub  where danger lurks around every corner. 
80202920,Movie,Someone Great,2019,R,92 min,Comedies, On the heels of a blindsiding breakup  music journalist Jenny braces for a new beginning – and one last adventure with her closest friends. 
81088285,Movie,The Mayo Clinic,2018,TV-14,116 min,Documentaries, A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years. 
81080942,Movie,The Ruthless,2019,TV-MA,111 min,Dramas, A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s. 
80187301,Movie,All The Reasons To Forget,2017,TV-MA,90 min,Comedies, A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated. 
80215782,Movie,Chasing the Dragon,2017,TV-MA,129 min,Action & Adventure, In corrupt  British-colonized Hong Kong  a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop. 
80172000,Movie,American Experience: Ruby Ridge,2017,TV-MA,53 min,Documentaries, A botched attempt to arrest a white supremacist in Idaho results in a gun battle  a standoff and three deaths that galvanize public opinion in 1992. 
80169778,Movie,Oklahoma City,2017,TV-14,102 min,Documentaries, Domestic terrorist Timothy McVeigh's bomb attack on an Oklahoma City federal building in 1995 is chronicled in this examination of the shocking event. 
81035844,Movie,30 Days of Luxury,2016,TV-14,91 min,Comedies, With the help of his friends  a man breaks out of prison in hopes of restoring a lively nightclub. 
81035842,Movie,Because We're Heading Out,2016,TV-14,99 min,Comedies, Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town. 
81035860,Movie,My Dog is My Guide,2013,TV-14,99 min,Comedies, Relocated to a new post and struggling to adjust  a police officer further complicates his life by falling for a woman he has little in common with. 
81035850,Movie,My Wife and My Wifey,2014,TV-14,99 min,Comedies, A man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause. 
81035846,Movie,The Walls of the Moon,2015,TV-MA,98 min,Action & Adventure, After losing her eyesight in an accident  a woman lands in a love triangle as she looks for meaning in her life. 
81035854,Movie,Warda,2014,TV-14,73 min,Horror Movies, When an aspiring documentarian returns to his hometown to investigate paranormal happenings  his girlfriend's mental health takes a troubling turn. 
80097516,Movie,Friend Request,2016,R,92 min,Horror Movies, A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise. 
80164465,Movie,Bigger Fatter Liar,2017,PG,95 min,Children & Family Movies, When his video game concept is stolen by a dishonest executive  a teenage chronic liar sets out to prove that he's telling the truth  for once. 
80117484,Movie,Lucas Brothers: On Drugs,2017,TV-MA,50 min,Stand-Up Comedy, Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs  race  Deion Sanders  teachers and O.J. Simpson. 
80017099,Movie,A Little Chaos,2014,R,113 min,Dramas, A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon  she's ensnared in political and romantic complications. 
81043542,Movie,Dabbe 6: The Return,2015,TV-MA,153 min,Horror Movies, A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister  who witnessed it  claims malevolent demons are at play. 
81026329,Movie,De Film van Dylan Haegens,2018,TV-PG,81 min,Comedies, A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas. 
81006826,Movie,Franco Escamilla: Bienvenido al mundo,2019,TV-MA,54 min,Stand-Up Comedy, Comedian Franco Escamilla shares stories about parenting his children when they get into trouble  with reflections on gender  friendship and romance. 
81013626,Movie,HOMECOMING: A film by Beyoncé,2019,TV-MA,138 min,Documentaries, This intimate  in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement. 
80029368,Movie,Chris D'Elia: Incorrigible,2015,TV-MA,84 min,Stand-Up Comedy, Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born. 
70222859,Movie,21 & Over,2013,R,93 min,Comedies, Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview. 
70261674,Movie,About Time,2013,R,123 min,Comedies, When Tim learns that the men in his family can travel in time and change their own lives  he decides to go back and win the woman of his dreams. 
70045274,Movie,Evan Almighty,2007,PG,96 min,Children & Family Movies, God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile  Evan's family interprets his new hobby as a midlife crisis. 
81034599,Movie,Jonathan,2018,TV-MA,101 min,Dramas, Two siblings share a body  each getting it for 12 hours a day. But when one of them breaks the rules  their whole way of life comes crashing down. 
80999069,Movie,Super Monsters Furever Friends,2019,TV-Y,59 min,Children & Family Movies, On the first night of spring  the Super Monsters gather for food  fun and games in the park – and get to meet their adorable new pets! 
81090128,Movie,The Creative Brain,2019,TV-14,53 min,Documentaries, Neuroscientist David Eagleman taps into the creative process of various innovators while exploring brain-bending  risk-taking ways to spark creativity. 
70114022,Movie,Cirque du Freak: The Vampire's Assistant,2009,PG-13,109 min,Action & Adventure, When Darren Shan is taken to a circus that's chock-full of sideshow oddities  he meets a vampire and receives a life-changing bite on the neck. 
80180225,Movie,Porto,2016,TV-MA,77 min,Dramas, In a coastal Portuguese city  an erotic encounter ensues between an American expat and a French student  resonating through their lives years later. 
80015794,Movie,Manglehorn,2014,PG-13,97 min,Dramas, A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future. 
81088700,Movie,Bollywood Calling,2001,TV-MA,102 min,Comedies, A down-and-out Hollywood actor is utterly unprepared for the eccentricities that await when an Indian producer offers him a role in a Bollywood film. 
70043149,Movie,Ek Khiladi Ek Haseena,2005,TV-MA,141 min,International Movies, Indebted to a gangster  a grifter assembles a band of fellow swindlers to attempt his biggest scam yet  but it's soon clear that no one can be trusted. 
81018181,Movie,Generation Iron 3,2018,TV-MA,95 min,Documentaries, Bodybuilders come together from around the world to compete in the Mr. Olympia competition and try to achieve their goals of physical perfection. 
70040077,Movie,Hazaaron Khwaishein Aisi,2003,TV-MA,111 min,Dramas, In a politically charged India of the 1970s  three friends are transformed by personal ideologies  dangerous ambitions and matters of the heart. 
60031998,Movie,Jhankaar Beats,2003,TV-MA,131 min,Comedies, Juggling personal predicaments and workplace woes  three buddies and bandmates practice for their ultimate dream: winning a coveted music competition. 
60036103,Movie,Mumbai Matinee,2003,TV-14,116 min,Comedies, Still a virgin at 32 years old  a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star. 
81086641,Movie,Rainbow Jelly,2018,TV-14,119 min,Dramas, Mistreated by his cruel uncle  an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes. 
70027133,Movie,Shabd,2005,TV-14,146 min,Dramas, When a novelist seeks inspiration by urging his wife to have an affair  the line between his story and his real life grows disconcertingly blurry. 
81086640,Movie,Shortcut Safari,2016,TV-PG,101 min,Action & Adventure, Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip. 
81009808,Movie,The New Romantic,2018,TV-MA,82 min,Comedies, Fed up with dating and debt  a naïve college senior documents her experience of being with a wealthy  older man for a gonzo journalism grant. 
80189853,Movie,Beyond Skyline,2017,R,107 min,Action & Adventure, In the wake of an extraterrestrial invasion  a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives. 
70059700,Movie,Eddie Murphy: Delirious,1983,NR,69 min,Stand-Up Comedy, Flashing the wild stand-up comedy that made him a household name  Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show. 
70142918,Movie,Harriet the Spy: Blog Wars,2010,TV-G,87 min,Children & Family Movies, Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival. 
80992231,Movie,Numero Zero. The Roots of Italian Rap,2015,TV-MA,91 min,Documentaries, In the '90s  the explosive popularity of hip-hop music in Italy impacts the nation's character while creating a new kind of renegade artist. 
80081790,Movie,A Patch of Fog,2015,TV-MA,92 min,Dramas, When a guard catches a writer-television host shoplifting  instead of turning him in  he only asks to be a friend  then begins to rule his life. 
80015280,Movie,Bibi & Tina,2014,TV-PG,97 min,Children & Family Movies, Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal. 
80141253,Movie,Bibi & Tina II,2014,TV-14,105 min,Children & Family Movies, When robbers hit Falkenstein castle  teen witch Bibi and pal Tina hunt for the crooks  then devise a plan to save the neighbors' failing ranch. 
80141254,Movie,Bibi & Tina: Girls Versus Boys,2016,TV-14,107 min,Children & Family Movies, At summer camp  young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers? 
80160081,Movie,Slam,2017,TV-MA,99 min,Comedies, Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol  pro skateboarder Tony Hawk. 
80168301,Movie,The Wedding Party,2016,TV-14,101 min,Comedies, As their big day arrives  a couple's lavish wedding plans turn into a nightmare of exes  fighting parents and uninvited guests. 
80064273,Movie,Band of Robbers,2015,NR,95 min,Action & Adventure, Recast as modern-day men  Tom Sawyer and Huck Finn draft their misfit cronies to help find the buried treasure the two have sought since boyhood. 
80098475,Movie,Belgica,2016,NR,127 min,Dramas, Two brothers become partners in a modest nightclub and turn it into the hottest spot in town  but their exhilarating run of success comes at a price. 
80058247,Movie,Prescription Thugs,2015,NR,86 min,Documentaries, A documentarian uses his own family's experiences as a springboard to explore the ethical issues surrounding the FDA and pharmaceutical industry. 
